City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
Yarim,14.3,44.38,49.89,43,0,3.78,YE,2020-10-17 00:19:50,clear sky
Newport,51.59,-3.0,48.99,94,45,6.35,GB,2020-10-17 00:19:50,scattered clouds
Taltal,-25.4,-70.48,61.21,61,22,6.24,CL,2020-10-17 00:19:50,few clouds
Emerald,-23.53,148.17,75.99,50,40,12.75,AU,2020-10-17 00:19:50,scattered clouds
Araouane,18.9,-3.53,91.83,13,0,9.78,ML,2020-10-17 00:19:50,clear sky
Bandarbeyla,9.49,50.81,79.7,78,4,11.99,SO,2020-10-17 00:19:50,light rain
North Myrtle Beach,33.82,-78.68,68.0,82,90,5.82,US,2020-10-17 00:17:30,overcast clouds
Lenger,42.18,69.88,48.2,49,0,8.95,KZ,2020-10-17 00:19:50,clear sky
Laela,-8.57,32.05,66.78,62,46,2.35,TZ,2020-10-17 00:19:51,scattered clouds
Miandrivazo,-19.52,45.47,75.43,79,3,2.48,MG,2020-10-17 00:19:51,clear sky
Ialibu,-6.28,143.99,59.04,97,100,0.69,PG,2020-10-17 00:19:51,light rain
Benguela,-12.58,13.41,75.9,76,97,7.11,AO,2020-10-17 00:19:51,light rain
Laiyang,36.98,120.71,54.0,79,0,3.11,CN,2020-10-17 00:19:51,clear sky
Oga,46.46,10.35,48.99,92,75,2.24,IT,2020-10-17 00:19:51,broken clouds
Chester,40.13,-75.87,51.01,81,90,6.93,US,2020-10-17 00:19:51,overcast clouds
Bani,18.28,-70.33,80.01,100,75,11.95,DO,2020-10-17 00:18:18,thunderstorm with light rain
Chihuahua,28.5,-106.0,80.6,22,5,13.87,MX,2020-10-17 00:15:21,clear sky
Hami,42.8,93.45,43.32,50,2,9.8,CN,2020-10-17 00:19:52,clear sky
Suraabad,40.82,49.47,60.8,93,0,9.17,AZ,2020-10-17 00:19:52,clear sky
Bose,45.46,8.01,51.01,83,30,3.0,IT,2020-10-17 00:19:52,scattered clouds
Banyo,6.75,11.82,64.98,90,47,2.24,CM,2020-10-17 00:19:52,scattered clouds
Puerto Asis,0.51,-76.5,73.4,100,90,1.12,CO,2020-10-17 00:19:52,overcast clouds
Auburn,47.31,-122.23,63.0,82,90,23.04,US,2020-10-17 00:17:56,overcast clouds
Waingapu,-9.66,120.26,82.81,56,76,4.72,ID,2020-10-17 00:19:52,broken clouds
Chirongui,-12.93,45.15,78.8,78,20,6.93,YT,2020-10-17 00:19:52,few clouds
Pochutla,15.74,-96.47,82.99,74,5,11.41,MX,2020-10-17 00:19:52,clear sky
Atlantic City,39.36,-74.42,52.0,93,90,4.7,US,2020-10-17 00:19:53,light rain
Zhangye,38.93,100.45,40.57,55,20,3.22,CN,2020-10-17 00:19:53,few clouds
Durango,24.83,-104.83,65.59,52,46,9.6,MX,2020-10-17 00:17:57,scattered clouds
Nanortalik,60.14,-45.24,40.57,78,93,10.85,GL,2020-10-17 00:19:53,overcast clouds
Praia,14.92,-23.51,77.0,88,94,5.82,CV,2020-10-17 00:19:53,overcast clouds
Balotra,25.83,72.23,85.19,29,61,11.56,IN,2020-10-17 00:19:53,broken clouds
Havelock,34.88,-76.9,60.8,87,90,9.17,US,2020-10-17 00:19:53,overcast clouds
Daytona Beach,29.21,-81.02,79.0,83,75,6.93,US,2020-10-17 00:19:53,broken clouds
Canton,23.12,113.25,73.0,60,40,13.42,CN,2020-10-17 00:19:53,scattered clouds
Amapa,1.0,-52.0,80.64,48,76,5.88,BR,2020-10-17 00:19:54,broken clouds
Bentiu,9.23,29.83,74.52,82,100,3.29,SS,2020-10-17 00:19:54,overcast clouds
Atambua,-9.11,124.89,84.65,43,3,1.36,ID,2020-10-17 00:19:54,clear sky
Semey,50.41,80.23,33.8,56,20,8.95,KZ,2020-10-17 00:19:54,few clouds
Quilmana,-12.95,-76.38,65.91,72,10,4.74,PE,2020-10-17 00:19:54,clear sky
Hede,33.77,120.25,59.9,67,2,7.11,CN,2020-10-17 00:19:54,clear sky
Koslan,63.46,48.9,31.62,98,100,5.14,RU,2020-10-17 00:19:54,overcast clouds
San Quintin,30.48,-115.95,76.66,59,0,11.99,MX,2020-10-17 00:19:55,clear sky
Idlib,35.93,36.63,66.2,88,0,4.7,SY,2020-10-17 00:19:55,clear sky
Sulphur Springs,33.14,-95.6,62.6,44,1,5.82,US,2020-10-17 00:19:55,clear sky
Matara,5.95,80.54,76.75,86,22,10.22,LK,2020-10-17 00:19:55,few clouds
Tazovskiy,67.47,78.7,28.92,98,100,20.85,RU,2020-10-17 00:19:55,overcast clouds
Garden City,42.33,-83.33,50.0,34,40,9.17,US,2020-10-17 00:19:55,scattered clouds
Magistralnyy,56.17,107.45,25.7,91,80,6.02,RU,2020-10-17 00:19:55,broken clouds
Nata,8.33,-80.52,75.99,78,77,5.01,PA,2020-10-17 00:19:55,light rain
Buenos Aires,-34.61,-58.38,70.0,88,0,11.41,AR,2020-10-17 00:16:51,clear sky
La Ligua,-32.45,-71.23,53.11,82,0,1.74,CL,2020-10-17 00:19:56,clear sky
Luanda,-8.84,13.23,77.0,83,75,5.82,AO,2020-10-17 00:16:03,broken clouds
Pitimbu,-7.47,-34.81,77.0,88,20,5.82,BR,2020-10-17 00:19:56,few clouds
Alekseyevsk,57.84,108.35,26.28,93,100,10.09,RU,2020-10-17 00:19:56,overcast clouds
La Rioja,42.25,-2.5,43.0,100,90,2.24,ES,2020-10-17 00:19:56,fog
Teknaf,20.86,92.31,79.39,88,98,6.67,BD,2020-10-17 00:19:56,overcast clouds
Skorodnoye,51.07,37.23,51.8,81,75,6.71,RU,2020-10-17 00:19:56,broken clouds
San Policarpo,12.18,125.51,82.87,78,94,5.55,PH,2020-10-17 00:19:56,overcast clouds
Rafsanjan,30.41,55.99,45.1,48,0,3.4,IR,2020-10-17 00:19:57,clear sky
Pangody,65.85,74.49,35.01,97,100,14.03,RU,2020-10-17 00:19:57,moderate rain
Bonavista,48.65,-53.11,48.0,81,48,1.01,CA,2020-10-17 00:19:57,scattered clouds
Brejo Da Madre De Deus,-8.15,-36.37,65.53,96,69,7.76,BR,2020-10-17 00:19:57,broken clouds
Wilmington,34.23,-77.94,64.99,77,75,9.17,US,2020-10-17 00:18:42,broken clouds
Padang,-0.95,100.35,78.69,71,100,2.82,ID,2020-10-17 00:19:50,light rain
Caborca,30.58,-111.1,95.0,18,5,4.0,MX,2020-10-17 00:19:57,clear sky
Hinton,53.4,-117.59,26.53,95,100,6.55,CA,2020-10-17 00:19:57,overcast clouds
Kandrian,-6.22,149.55,82.38,79,94,4.36,PG,2020-10-17 00:19:57,light rain
Anadyr,64.75,177.48,37.0,100,75,8.95,RU,2020-10-17 00:19:58,broken clouds
Abadan,30.34,48.3,68.0,42,0,7.83,IR,2020-10-17 00:19:58,clear sky
San Luis,-33.3,-66.34,73.85,44,0,9.66,AR,2020-10-17 00:15:08,clear sky
Munkebo,55.46,10.56,47.89,80,3,9.95,DK,2020-10-17 00:19:58,clear sky
Bereda,43.27,-7.54,48.0,100,100,3.0,ES,2020-10-17 00:19:58,overcast clouds
Santa Cruz De Yojoa,14.98,-87.9,80.6,88,75,3.36,HN,2020-10-17 00:19:58,broken clouds
Warrnambool,-38.38,142.48,57.0,90,100,3.0,AU,2020-10-17 00:19:58,overcast clouds
Pozo Colorado,-23.49,-58.8,81.01,50,94,4.32,PY,2020-10-17 00:19:58,overcast clouds
Kailua,21.4,-157.74,84.2,66,90,10.29,US,2020-10-17 00:19:58,overcast clouds
Vettavalam,12.1,79.25,76.42,84,81,3.18,IN,2020-10-17 00:19:59,broken clouds
Channel-Port Aux Basques,47.57,-59.14,51.01,81,0,11.97,CA,2020-10-17 00:19:59,clear sky
Troitsko-Pechorsk,62.71,56.2,30.96,97,98,7.09,RU,2020-10-17 00:19:59,overcast clouds
Hay River,60.82,-115.8,24.8,85,90,21.92,CA,2020-10-17 00:19:59,light snow
Saint-Ambroise,48.55,-71.33,46.99,93,90,8.05,CA,2020-10-17 00:18:09,mist
Ulladulla,-35.35,150.47,70.0,68,100,5.82,AU,2020-10-17 00:19:59,overcast clouds
Tevriz,57.51,72.4,46.08,84,86,8.39,RU,2020-10-17 00:19:59,overcast clouds
Moyale,3.52,39.06,69.73,74,60,13.09,KE,2020-10-17 00:20:00,broken clouds
Sao Jose Do Belmonte,-7.86,-38.76,80.2,32,3,13.91,BR,2020-10-17 00:20:00,clear sky
Aktau,43.65,51.2,41.0,52,0,8.95,KZ,2020-10-17 00:16:58,clear sky
Kimbe,-5.55,150.14,87.44,63,96,2.35,PG,2020-10-17 00:20:00,light rain
Skala Fourkas,40.0,23.38,68.0,100,98,1.01,GR,2020-10-17 00:20:00,overcast clouds
Chaohu,31.6,117.87,53.6,100,90,4.47,CN,2020-10-17 00:20:00,fog
Sun City West,33.66,-112.34,100.0,6,1,1.83,US,2020-10-17 00:18:30,clear sky
Battonya,46.28,21.02,48.0,100,40,4.7,HU,2020-10-17 00:20:01,light rain
Lethem,3.38,-59.8,84.42,47,41,5.23,GY,2020-10-17 00:20:01,scattered clouds
Niamey,13.51,2.11,86.0,48,5,5.82,NE,2020-10-17 00:17:56,clear sky
Manta,-0.95,-80.73,77.0,78,90,12.75,EC,2020-10-17 00:20:01,overcast clouds
Qui Nhon,13.77,109.23,77.18,91,100,8.57,VN,2020-10-17 00:20:01,moderate rain
Camp Verde,34.56,-111.85,91.99,10,0,7.85,US,2020-10-17 00:20:01,clear sky
Amol,36.47,52.35,59.18,78,0,2.3,IR,2020-10-17 00:20:02,clear sky
Danilov,58.19,40.17,35.6,93,90,8.95,RU,2020-10-17 00:20:02,overcast clouds
Mae Ramat,16.98,98.52,75.2,100,75,1.57,TH,2020-10-17 00:20:02,broken clouds
Palmas Bellas,9.23,-80.09,82.4,88,40,5.82,PA,2020-10-17 00:20:02,scattered clouds
Manokwari,-0.87,134.08,82.09,75,100,2.73,ID,2020-10-17 00:20:03,light rain
Mnogovershinnyy,53.94,139.92,33.85,85,70,8.25,RU,2020-10-17 00:20:03,broken clouds
Manaure,11.78,-72.44,84.97,72,1,12.82,CO,2020-10-17 00:20:03,clear sky
Lat Yao,15.75,99.79,73.94,97,100,5.26,TH,2020-10-17 00:20:03,light rain
Tanete,-3.94,119.78,74.82,85,100,6.98,ID,2020-10-17 00:20:04,overcast clouds
Birobidzhan,48.8,132.95,38.05,73,18,8.32,RU,2020-10-17 00:20:04,few clouds
Thetford Mines,46.09,-71.3,46.0,95,100,1.99,CA,2020-10-17 00:20:04,light rain
Salamiyah,35.01,37.05,59.11,87,0,4.05,SY,2020-10-17 00:20:04,clear sky
Kalmunai,7.42,81.82,75.72,78,55,3.87,LK,2020-10-17 00:20:04,broken clouds
Antalaha,-14.9,50.28,67.98,85,2,6.62,MG,2020-10-17 00:17:07,clear sky
Nadym,65.53,72.52,33.42,97,100,18.92,RU,2020-10-17 00:20:05,moderate rain
Nouakchott,18.09,-15.98,86.0,51,66,10.29,MR,2020-10-17 00:17:24,broken clouds
Villa Del Rosario,7.83,-72.47,87.8,52,40,9.17,CO,2020-10-17 00:20:05,scattered clouds
Cassilandia,-19.11,-51.73,74.86,70,4,2.21,BR,2020-10-17 00:20:05,clear sky
Nan,18.83,100.67,73.4,100,40,2.24,TH,2020-10-17 00:20:05,scattered clouds
Lengshuijiang,27.69,111.43,55.89,90,100,3.11,CN,2020-10-17 00:20:05,overcast clouds
Yaan,7.38,8.57,72.95,97,97,6.26,NG,2020-10-17 00:20:05,light rain
Aleksandrov Gay,50.15,48.57,58.95,64,97,9.46,RU,2020-10-17 00:20:06,overcast clouds
Khor,47.89,134.95,40.89,68,0,13.15,RU,2020-10-17 00:20:06,clear sky
Tarata,-17.62,-66.02,55.4,93,75,5.82,BO,2020-10-17 00:20:06,light rain
Kanniyakumari,8.08,77.57,78.53,81,0,17.72,IN,2020-10-17 00:19:20,clear sky
Caracoli,6.41,-74.76,73.98,82,82,2.51,CO,2020-10-17 00:20:06,broken clouds
